"BusStopKeyName","Line","Days","Time","Comment","Direction"
"Oro Verde",6,"Habiles","06:11:00",,"Ida"
"Oro Verde",6,"Habiles","06:22:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","06:33:00",,"Ida"
"Oro Verde",6,"Habiles","06:45:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","06:56:00",,"Ida"
"Oro Verde",6,"Habiles","07:08:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","07:20:00",,"Ida"
"Oro Verde",6,"Habiles","07:31:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","07:43:00",,"Ida"
"Oro Verde",6,"Habiles","07:55:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","08:07:00",,"Ida"
"Oro Verde",6,"Habiles","08:19:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","08:31:00",,"Ida"
"Oro Verde",6,"Habiles","08:42:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","08:54:00",,"Ida"
"Oro Verde",6,"Habiles","09:06:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","09:18:00",,"Ida"
"Oro Verde",6,"Habiles","09:30:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","09:41:00",,"Ida"
"Oro Verde",6,"Habiles","09:53:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","10:05:00",,"Ida"
"Oro Verde",6,"Habiles","10:17:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","10:29:00",,"Ida"
"Oro Verde",6,"Habiles","10:40:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","10:52:00",,"Ida"
"Oro Verde",6,"Habiles","11:04:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","11:16:00",,"Ida"
"Oro Verde",6,"Habiles","11:28:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","11:39:00",,"Ida"
"Oro Verde",6,"Habiles","11:51:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","12:03:00",,"Ida"
"Oro Verde",6,"Habiles","12:15:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","12:27:00",,"Ida"
"Oro Verde",6,"Habiles","12:38:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","12:50:00",,"Ida"
"Oro Verde",6,"Habiles","13:06:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","13:22:00",,"Ida"
"Oro Verde",6,"Habiles","13:38:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","13:54:00",,"Ida"
"Oro Verde",6,"Habiles","14:10:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","14:26:00",,"Ida"
"Oro Verde",6,"Habiles","14:42:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","14:58:00",,"Ida"
"Oro Verde",6,"Habiles","15:14:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","15:30:00",,"Ida"
"Oro Verde",6,"Habiles","15:45:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","16:00:00",,"Ida"
"Oro Verde",6,"Habiles","16:12:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","16:24:00",,"Ida"
"Oro Verde",6,"Habiles","16:36:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","16:47:00",,"Ida"
"Oro Verde",6,"Habiles","16:59:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","17:11:00",,"Ida"
"Oro Verde",6,"Habiles","17:23:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","17:35:00",,"Ida"
"Oro Verde",6,"Habiles","17:46:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","17:58:00",,"Ida"
"Oro Verde",6,"Habiles","18:10:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","18:22:00",,"Ida"
"Oro Verde",6,"Habiles","18:34:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","18:45:00",,"Ida"
"Oro Verde",6,"Habiles","18:57:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","19:09:00",,"Ida"
"Oro Verde",6,"Habiles","19:21:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","19:33:00",,"Ida"
"Oro Verde",6,"Habiles","19:46:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","20:00:00",,"Ida"
"Oro Verde",6,"Habiles","20:20:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","20:39:00",,"Ida"
"Oro Verde",6,"Habiles","21:03:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","21:28:00",,"Ida"
"Oro Verde",6,"Habiles","21:57:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","22:33:00",,"Ida"
"Oro Verde",6,"Habiles","23:05:00","por Paracao","Ida"
"Oro Verde",6,"Habiles","23:35:00",,"Ida"
"Oro Verde",6,"Habiles","00:00:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","05:00:00",,"Ida"
"Km. 5 1/2",6,"Habiles","05:20:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","05:38:00",,"Ida"
"Km. 5 1/2",6,"Habiles","05:52:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","05:57:00",,"Ida"
"Km. 5 1/2",6,"Habiles","06:09:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","06:21:00",,"Ida"
"Km. 5 1/2",6,"Habiles","06:32:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","06:44:00",,"Ida"
"Km. 5 1/2",6,"Habiles","06:56:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","07:07:00",,"Ida"
"Km. 5 1/2",6,"Habiles","07:19:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","07:31:00",,"Ida"
"Km. 5 1/2",6,"Habiles","07:42:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","07:54:00",,"Ida"
"Km. 5 1/2",6,"Habiles","08:06:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","08:18:00",,"Ida"
"Km. 5 1/2",6,"Habiles","08:30:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","08:42:00",,"Ida"
"Km. 5 1/2",6,"Habiles","08:53:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","09:05:00",,"Ida"
"Km. 5 1/2",6,"Habiles","09:17:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","09:29:00",,"Ida"
"Km. 5 1/2",6,"Habiles","09:41:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","09:52:00",,"Ida"
"Km. 5 1/2",6,"Habiles","10:04:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","10:16:00",,"Ida"
"Km. 5 1/2",6,"Habiles","10:28:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","10:40:00",,"Ida"
"Km. 5 1/2",6,"Habiles","10:51:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","11:03:00",,"Ida"
"Km. 5 1/2",6,"Habiles","11:15:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","11:27:00",,"Ida"
"Km. 5 1/2",6,"Habiles","11:39:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","11:50:00",,"Ida"
"Km. 5 1/2",6,"Habiles","12:02:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","12:14:00",,"Ida"
"Km. 5 1/2",6,"Habiles","12:26:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","12:38:00",,"Ida"
"Km. 5 1/2",6,"Habiles","12:48:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","13:00:00",,"Ida"
"Km. 5 1/2",6,"Habiles","13:16:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","13:32:00",,"Ida"
"Km. 5 1/2",6,"Habiles","13:48:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","14:04:00",,"Ida"
"Km. 5 1/2",6,"Habiles","14:20:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","14:36:00",,"Ida"
"Km. 5 1/2",6,"Habiles","14:52:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","15:09:00",,"Ida"
"Km. 5 1/2",6,"Habiles","15:25:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","15:41:00",,"Ida"
"Km. 5 1/2",6,"Habiles","15:56:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","16:11:00",,"Ida"
"Km. 5 1/2",6,"Habiles","16:23:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","16:35:00",,"Ida"
"Km. 5 1/2",6,"Habiles","16:47:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","16:58:00",,"Ida"
"Km. 5 1/2",6,"Habiles","17:10:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","17:22:00",,"Ida"
"Km. 5 1/2",6,"Habiles","17:34:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","17:46:00",,"Ida"
"Km. 5 1/2",6,"Habiles","17:57:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","18:09:00",,"Ida"
"Km. 5 1/2",6,"Habiles","18:21:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","18:33:00",,"Ida"
"Km. 5 1/2",6,"Habiles","18:45:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","18:56:00",,"Ida"
"Km. 5 1/2",6,"Habiles","19:08:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","19:20:00",,"Ida"
"Km. 5 1/2",6,"Habiles","19:32:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","19:44:00",,"Ida"
"Km. 5 1/2",6,"Habiles","19:56:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","20:10:00",,"Ida"
"Km. 5 1/2",6,"Habiles","20:30:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","20:49:00",,"Ida"
"Km. 5 1/2",6,"Habiles","21:13:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","21:39:00",,"Ida"
"Km. 5 1/2",6,"Habiles","22:06:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","22:41:00",,"Ida"
"Km. 5 1/2",6,"Habiles","23:13:00","por Paracao","Ida"
"Km. 5 1/2",6,"Habiles","23:43:00",,"Ida"
"Km. 5 1/2",6,"Habiles","00:08:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","05:21:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","05:41:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","06:00:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","06:14:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","06:22:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","06:34:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","06:47:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","06:58:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","07:12:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","07:25:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","07:36:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","07:48:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","08:00:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","08:11:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","08:23:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","08:35:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","08:47:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","08:59:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","09:11:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","09:22:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","09:34:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","09:46:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","09:58:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","10:10:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","10:21:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","10:33:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","10:45:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","10:57:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","11:09:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","11:20:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","11:32:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","11:44:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","11:56:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","12:08:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","12:19:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","12:31:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","12:43:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","12:55:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","13:07:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","13:16:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","13:28:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","13:44:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","14:00:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","14:16:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","14:32:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","14:48:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","15:04:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","15:20:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","15:38:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","15:54:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","16:10:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","16:25:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","16:40:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","16:52:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","17:04:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","17:16:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","17:27:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","17:39:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","17:51:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","18:03:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","18:15:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","18:26:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","18:38:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","18:50:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","19:02:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","19:14:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","19:25:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","19:37:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","19:49:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","20:01:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","20:13:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","20:24:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","20:37:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","20:57:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","21:16:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","21:40:00","por Paracao","Ida"
"Plaza 1ro de Mayo",6,"Habiles","22:05:00",,"Ida"
"Plaza 1ro de Mayo",6,"Habiles","22:31:00","por Paracao","Ida"
