SALIDA,PASA por,PASA por,PASA por,LLEGADA a,SALIDA,PASA por,PASA por,PASA por,LLEGADA,,,,,,,,,,,,,,,
desde,Churruarín,,Plaza,Hosp. Roballos,Hosp. Roballos,Plaza,,Churruarín,a
18:32,18:46,18:53,18:59,19:24,19:02,19:28,19:40,19:46,19:58,
18:44,18:56,19:03,19:09,,,19:39,19:51,19:57,20:07,
18:54,19:08,19:15,19:21,19:46,19:24,19:51,20:03,20:09,20:21,
19:07,19:19,19:26,19:32,,,20:02,20:14,20:20,20:30,
19:18,19:32,19:39,19:45,20:10,19:47,20:12,20:23,20:28,20:40,
19:30,19:42,19:49,19:55,,,20:27,20:39,20:44,20:54,
19:41,19:55,20:02,20:08,20:33,20:14,20:42,20:54,21:00,21:12,
19:55,20:07,20:14,20:20,,,20:57,21:09,21:15,21:24,
20:09,20:23,20:30,20:36,21:01,20:44,21:12,21:24,21:30,21:42,
20:25,20:37,20:44,20:50,,,21:26,21:37,21:42,21:50,
20:38,20:52,20:59,21:05,21:30,21:14,21:42,21:54,21:59,22:10,
20:55,21:06,21:13,21:19,,21:37,22:02,22:13,22:19,22:30
21:09,21:22,21:29,21:35,22:00,22:00,22:26,22:37,22:42,22:54
21:27,21:40,21:46,21:52,22:17,22:20,22:46,22:57,23:02,23:14
21:45,21:58,22:04,22:10,22:35,22:40,23:06,23:17,23:22,23:34
22:05,22:18,22:24,22:30,22:55,23:00,23:25,23:36,23:41,23:51
22:25,22:38,22:44,22:50,23:15,23:20,23:45,23:55,0:00,0:10
22:45,22:58,23:04,23:10,23:35,23:40,0:05,0:15,0:20,0:30
23:10,23:23,23:29,23:34,23:58,0:00,0:24,0:33,0:38,0:48
23:35,23:46,23:51,23:55,0:17,,-,-,-,-,
0:00,0:11,0:16,0:20,0:39,,-,-,-,-,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
